	title	courier_id	record_number	page_numbers
391	Colombia exports its new school blueprint	116241	116246	[(2, '2')]
392	Cracking the code of art's allure	116241	116258	[(2, '2')]
393	Dead-end seeds yield a harvest of revolt	116241	116257	[(37, '37')]
394	Fear and loathing in Ikosi	116241	116251	[(17, '17')]
395	Guatemala: motivation and multispeed learning	116241	116247	[]
396	Gurdev Singh Khush: masterminding a new rice revolution	116241	116261	[]
397	Jakarta's dispossessed	116241	116252	[(17, '17')]
398	Lagos: the survival of the determined	116241	116250	[(17, '17')]
399	Living with Leviathan	116241	116248	[(17, '17')]
400	Madagascar's undaunted street children	116241	116243	[]
401	Shanghai's migrant millions	116241	116255	[(17, '17')]
402	Space law lifts off for a new odyssey	116241	116245	[(2, '2')]
403	The Urban explosion	116241	116249	[(17, '17')]
404	Urbanization and globalization	116241	116256	[(17, '17')]
405	A Virtual library on the Web	116241	116259	[]
406	2,000 years of Mexican art	071059	71060	[(3, '3')]
407	Buddhist priests and modern science work a 'miracle' in the humming swamp	071059	71063	[]
408	A Case of cutting the teak tree's 'throat'	071059	71064	[(13, '13')]
409	Hopes and bitterness of the Arab refugees	071059	71065	[(14, '14')]
410	The Requirements for eternal life	071059	262392	[]
411	The West has much to learn from Asia	071059	71062	[(10, '10')]
412	20,000 volunteer workers for progress and friendship	060510	60542	[]
413	Daring lifesavers of the surf	060510	60521	[(3, '3'), (30, '30')]
414	An Explosion of vitality	060510	60512	[(3, '3'), (8, '8'), (10, '10'), (12, '12'), (14, '14'), (16, '16')]
415	A Generation of builders	060510	60544	[(3, '3'), (61, '61'), (63, '63')]
416	The Hospital that Jack and Jill built	060510	60541	[(3, '3'), (56, '56')]
417	In the grown-up world of teen-agers	060510	60520	[(3, '3'), (26, '26'), (29, '29')]
418	More than 1,000 million under-25's	060510	60527	[(3, '3'), (51, '51')]
419	One camp, three nations, many friends	060510	60528	[(3, '3'), (52, '52')]
420	One winner, two victories: the first International Fair Play Trophy	060510	60517	[]
421	Operation 'community service'	060510	60514	[(3, '3'), (17, '17'), (18, '18'), (20, '20')]
422	A Poetic world fashioned on the weaver's loom	060510	60522	[(33, '33')]
423	Science: thrills of exploration, excitement of discovery	060510	60524	[]
424	UNESCO and youth	060510	60546	[(3, '3')]
425	20 century Gullivers	068948	68947	[(3, '3')]
426	Dreaming with eyes wide open	068948	68945	[(3, '3'), (20, '20')]
427	The Film today: a world picture	068948	68943	[(12, '12')]
428	Forgotten shadows: the cinema and its origins	068948	68942	[]
429	The Newsreel cameraman of yesterday	068948	68944	[(17, '17')]
430	They painted with knife and brush; Chinese artists 2,000 years ago	068948	68946	[]
431	200 years before Gutenberg: the Master printers of Koryo	074807	46298	[(3, '3'), (11, '11')]
432	An Aureole of legend on a golden crown	074807	46327	[(3, '3'), (44, '44')]
433	A Fresco of daily life; the wall paintings of Koguryo	074807	46315	[]
434	A Graphic portrait of the human voice	074807	46302	[(3, '3'), (13, '13')]
435	Immortal clay: the traditional pottery of Korea	074807	46319	[(3, '3'), (31, '31')]
436	Korean painting; an original contribution to Oriental art	074807	46316	[(3, '3'), (19, '19')]
437	Oriental octet	074807	46312	[(3, '3')]
438	Paintings magic and mundane; folk art with a wealth of significance for everyday life	074807	46326	[(3, '3'), (40, '40')]
439	A Practical approach to science	074807	46321	[(3, '3'), (35, '35'), (50, '50'), (51, '51')]
440	Six good turns from the turtle	074807	46325	[(3, '3'), (38, '38')]
441	Spiritual landscape of traditional Korea	074807	46295	[(3, '3'), (4, '4'), (51, '51')]
442	UNESCO's General Conference (20th session, 1978)	074807	46334	[]
443	The Unicorn, the phoenix and the flying horse; recent discoveries from three ancient royal tombs	074807	46317	[(3, '3'), (22, '22')]
444	The Stones of Sokkuram: a cornucopia of Buddhist sculpture in a 1200-year-old temple-grotto	074807	46320	[(3, '3'), (32, '32')]
445	2004: International Year for the Commemoration of the Struggle against Slavery and its Abolition	138446	138463	[]
446	Africa-Americas: return trip	138446	138458	[]
447	The African Maison de Trente in Louisiana	138446	138455	[]
448	Creole miracle	138446	138457	[]
449	DRC: species extinction alert	138446	138440	[(3, '3')]
450	ICT time in Africa	138446	138462	[]
451	Illustrious unknowns	138446	138453	[(24, '24')]
452	Itinerant plants	138446	138617	[]
453	Jongo's rebirth	138446	138450	[(24, '24')]
454	Mali: mobile radio in the battle against hordes of locust	138446	138439	[]
455	Mary Ann Shadd Cary: pushing the boundaries	138446	138454	[]
456	Musical memories	138446	138448	[(24, '24')]
457	Oceans hit the bottom	138446	138437	[]
458	Okra gumbo and rice	138446	138452	[(24, '24')]
459	Quality of education: could do better	138446	138441	[]
460	Space for ethics	138446	138438	[]
461	Studying slavery in schools	138446	138461	[(24, '24')]
462	Talking to Michèle Jean: human dignity, key value of bioethics	138446	138436	[]
463	The 20th century's debt to Pascal	081400	81461	[]
464	Adult education in Austria	081400	81406	[(3, '3')]
465	Beirut Translation Commission will fill gaps in Islamic-Western literature	081400	81419	[]
466	Experts to seek best adult education methods at UNESCO sponsored seminar	081400	81405	[]
467	Fifth session of UNESCO's General Conference opens in Florence, first speakers urge greater UNESCO contribution to peace efforts	081400	81422	[]
468	Films in India show the road ahead	081400	81464	[(15, '15')]
469	Food and people educational campaign launched in U.S.	081400	81428	[(11, '11')]
470	Health centre on wheels for French Nigeria	081400	81427	[]
471	Junior music, a force for world harmony	081400	81421	[]
472	Scattered Arab manuscripts collected and microfilmed	081400	74352	[]
473	School nuclei' bring new hope for the Andes	081400	81456	[]
474	Science brings school to crippled children	081400	81424	[(6, '6')]
475	Science is everyone's business	081400	81460	[]
476	This is the world's work; let us get on with it	081400	81426	[]
477	U.N. Technical assistance mission surveys needs of Indonesia	081400	81466	[(16, '16')]
478	UNESCO discloses deficit in world communication facilities: still too few newspapers, radio sets and cinemas	081400	81420	[]
479	World's youth lends a hand at Saugnac	081400	81463	[]
480	A Hundred groups with a common aim	081400	81404	[(2, '2')]
481	A 21-point programme for a global strategy in education	078294	52717	[(3, '3'), (20, '20')]
482	Anatomy of a world crisis	078294	52716	[(3, '3'), (10, '10')]
483	Blueprint for a 'learning society'	078294	52669	[(3, '3'), (4, '4')]
484	Education and the destiny of man	078294	52670	[(3, '3'), (8, '8')]
485	25 years of UNESCO publications on art	078380	52873	[(3, '3'), (35, '35')]
486	Anyone can play	078380	52906	[(3, '3'), (4, '4'), (18, '18'), (27, '27'), (28, '28')]
487	Educational aid for the Palestine refugees: appeal by Mr. René Maheu, Director-General of UNESCO	078380	52877	[(38, '38')]
488	Modern painting: the public puts its cards on the table	078380	52871	[(15, '15')]
489	The Public and modern art: some unexpected findings of a UNESCO-backed inquiry	078380	52870	[(3, '3'), (4, '4')]
490	School for disarmament: an Italian initiative	078380	52875	[(3, '3')]
491	25 years of UNESCO viewed by a student of 25	053853	187235	[(6, '6')]
492	Nubia: victory of international solidarity	053853	53885	[(60, '60')]
493	Seasons of the mind	053853	53854	[(9, '9')]
494	Youth of the world, youth of UNESCO	053853	53852	[]
495	250,000,000 children without schools	068941	68929	[(3, '3'), (26, '26')]
496	Ending the world's copyright muddle	068941	68937	[(3, '3')]
497	The Expanding frontiers of modern science	068941	68938	[]
498	Facing the havoc of war	068941	68926	[(3, '3')]
499	From dream to plan of action	068941	68925	[(3, '3')]
500	Full and equal rights for women: a UNESCO goal	068941	68933	[]
501	A Human approach to progress	068941	68928	[(3, '3')]
502	Key words of UNESCO: the free flow of ideas and information	068941	68935	[]
503	New UNESCO HQ rises in Paris	068941	68940	[]
504	Not by preaching peace, but by building it	068941	68939	[(45, '45')]
505	Paths of knowledge for all peoples	068941	68936	[(3, '3'), (37, '37')]
506	Reducing conflicts, tensions and prejudice	068941	68934	[]
507	Two people out of three, victims of poverty, disease and ignorance	068941	68927	[]
508	29 January: World Leprosy Day	078178	63723	[(3, '3')]
509	50,000 letters attest the idealism of Leo Tolstoy	078178	63722	[(3, '3'), (23, '23')]
510	Becoming an educated man in our modern world	078178	63705	[]
511	Christianity and anti-semitism	078178	63724	[(3, '3')]
512	The Kingdom of the octopus	078178	63712	[(3, '3')]
513	Learning means light in Arab lands	078178	63721	[]
514	Lincoln Center: America's capital for drama, music and dancing	078178	63710	[(3, '3')]
515	3,000 years of glass-making: craft workers of the Phoenician coast	061386	61387	[]
516	Cyprus: Byzantine frescoes and mosaics: a new UNESCO art album	061386	61388	[]
517	New sights and sounds in the classroom	061386	61385	[(3, '3'), (12, '12')]
518	Today's trends in world communications; a special UNESCO report	061386	61384	[]
519	30,000,000 new Korean school books a year	069029	69028	[]
520	Chinese opera	069029	69019	[(3, '3'), (17, '17'), (18, '18'), (19, '19'), (26, '26'), (35, '35')]
521	Exiled in the desert	069029	69016	[(3, '3')]
522	Jungle Indians with an axe to grind, as an anthropologist sees it	069029	69025	[]
523	Masterpieces you can now buy	069029	69024	[(3, '3'), (20, '20')]
524	Take away our rations but give us schools'	069029	69018	[(9, '9')]
525	30 questions on human rights	078234	58760	[(3, '3'), (7, '7'), (8, '8'), (10, '10'), (12, '12')]
526	How the Charter on Human Rights was born	078234	58758	[(4, '4')]
527	The New frontiers of international law	078234	58764	[(3, '3'), (26, '26')]
528	Only the educated are free'	078234	58762	[(3, '3'), (15, '15'), (16, '16'), (20, '20'), (31, '31'), (32, '32')]
529	The Ubiquitous shadow of racism	078234	58763	[(3, '3'), (22, '22')]
530	UNESCO and human rights	078234	58761	[(3, '3')]
531	A 30-year struggle; the sustained efforts to give force of law to the Universal Declaration of Human Rights	074816	48063	[(3, '3'), (29, '29')]
532	Books in 151 languages: a major exhibition of translated works: one of many events marking the 60th anniversary of the October Revolution	074816	48069	[(33, '33')]
533	From Rhodesia to Zimbabwe; for Rhodesia's blacks, the name Zimbabwe symbolizes past glories and future freedom	074816	48059	[(3, '3')]
534	Namibia moves towards independence; South Africa's illegal occupation of a neighbouring territory must inevitably come to an end	074816	48055	[]
535	Namibians train for tomorrow	074816	48057	[(3, '3'), (20, '20')]
536	South Africa: facts and fiction, behind a barrage of propaganda, the grim truth about apartheid	074816	48048	[(3, '3')]
537	South Africa's captive work-force	074816	48053	[(3, '3'), (14, '14')]
538	Stigma on South African sport	074816	48060	[(3, '3'), (26, '26')]
539	The UN's world campaign against apartheid	074816	48045	[]
540	The Universal Declaration of Human Rights, proclaimed by the United Nations on 10 December 1948	074816	48067	[]
541	30 years after World War II	074848	49748	[(3, '3')]
542	50,000 Hiroshimas: such is the destructive power of the so-called 'tactical' nuclear weapons	074848	49756	[(3, '3'), (22, '22')]
543	Arms control efforts have failed to produce any nuclear disarmament or even to halt the nuclear arms race	074848	49815	[(23, '23')]
544	A Single submarine can destroy any country on earth	074848	49761	[(3, '3'), (24, '24')]
545	A Tragic paradox: peaceful atoms which foster the proliferation of nuclear weapons	074848	49764	[(3, '3'), (29, '29')]
546	Under the guise of 'security', collective suicide?	074848	49755	[(3, '3'), (17, '17')]
547	The United Nations at age 30: the difficult path of international co-operation	074848	49749	[(3, '3'), (13, '13')]
548	Voices from beyond the atom	074848	49766	[(3, '3'), (18, '18')]
549	300,000 earthquakes a year	063437	63366	[(3, '3')]
550	Are the continents drifting?	063437	63358	[(3, '3')]
551	The Hidden world of volcanoes	063437	63365	[(3, '3')]
552	Project Mohole	063437	66612	[(3, '3'), (18, '18')]
553	The Upper Mantle Project: world scientists join in a great venture	063437	63362	[(3, '3')]
554	Wanted: more quake-proof buildings	063437	63368	[(3, '3')]
555	32 social scientists testify against segregation	069962	69955	[(23, '23')]
556	The Court steps in	069962	69942	[(3, '3'), (16, '16')]
557	Equal but separate signifies unequal'; the decision was unanimous	069962	69945	[]
558	Going to school with the negro	069962	69956	[(3, '3')]
559	The Great test of 'civil rights'	069962	69949	[(3, '3'), (21, '21')]
560	A Look at U.S. race relations; the scoreboard for the negro	069962	69937	[(3, '3')]
561	The Road to equality: 1849-1954, some significant dates	069962	69958	[(29, '29')]
562	Skilled negroes wanted: employment discrimination and its reduction	069962	69938	[]
563	The Vote and housing: facts and figures	069962	69961	[]
564	330 million brains for a new era	063436	63297	[(3, '3')]
565	African metamorphosis	063436	63308	[(3, '3'), (44, '44'), (47, '47'), (48, '48')]
566	At Assiut, the ancient capital of Upper Egypt, a new university is born	063436	63306	[]
567	A Face-lift for the science curriculum	063436	63303	[(3, '3')]
568	Freedom with knowledge	063436	63289	[(3, '3'), (12, '12')]
569	Homo sapiens, that strange paradox	063436	63328	[(3, '3')]
570	Index of prosperity: S.T.P. (scientific and technical potential)	063436	63295	[]
571	Into the world of the future	063436	63331	[(3, '3')]
572	The Promise of nuclear energy	063436	63291	[]
573	Scientists abroad	063436	63332	[(3, '3'), (65, '65'), (66, '66')]
574	Sensible shopping in the supermarket of science	063436	63301	[(30, '30')]
575	UNESCO expands its science programme	063436	63435	[(3, '3')]
576	A University town built by a country doctor	063436	63304	[(37, '37')]
577	Urban explosion in developing nations	063436	63319	[(3, '3'), (50, '50')]
578	World of opportunity	063436	63288	[(3, '3'), (4, '4'), (5, '5'), (6, '6'), (8, '8')]
579	35 steps to antiquity: under the central square of Bulgaria's capital city, a pedestrian subway leads to the vestiges of an ancient Roman citadel	074870	50284	[(30, '30')]
580	The Enigma of Ecuador's ancient pottery; did it receive the imprint of an Asian people 4,500 years ago?	074870	50283	[(24, '24')]
581	Illyria of yesterday, Albania of today; archaeological excavations over the past 30 years at hundreds of ancient sites have thrown new light on the earliest ancestors of the Albanian people	074870	50277	[(4, '4')]
582	Onufri, master of fantasy and realism: a 16th-century Albanian painter of icons and frescoes virtually unknown outside his country	074870	50278	[(13, '13')]
583	The World's oldest painting on silk; visions of heaven, earth and the underworld in a 2,000-year-old Chinese tomb	074870	50281	[(18, '18')]
584	40 million child-workers in the world today, the scourge of child labour: a blot on the conscience of the developed and developing countries	074906	51822	[(7, '7')]
